node_id,degree_centrality,pagerank
user_291,0.11203633610900833,0.0013410485548725037
movie_1042,0.011355034065102194,0.0001739224507509123
user_234,0.1816805450416351,0.0023867599675908508
movie_1184,0.004163512490537471,0.00011153678929764436
genre_documentary,0.018925056775170326,0.0008395801080303596
user_119,0.06850870552611658,0.0008332609718455705
movie_392,0.026116578349735048,0.0003164088138876306
user_167,0.026116578349735048,0.0004732880900125705
movie_486,0.02498107494322483,0.0003139672417106159
user_299,0.10598031794095382,0.0012726938320274902
movie_144,0.0927327781983346,0.0009691674599790755
movie_118,0.11203633610900833,0.0012258367528826775
user_308,0.1502649507948524,0.0016553030156237578
movie_1,0.17221801665404995,0.0018744944223272556
genre_animation,0.015897047691143074,0.0002605882107000329
user_95,0.10522331566994701,0.0011426311812288749
movie_546,0.09689629068887207,0.001050145764460535
user_38,0.04579863739591219,0.0005660618319161863
movie_95,0.08440575321725965,0.000886995137446927
user_102,0.0817562452687358,0.0008988929193792411
movie_768,0.02043906131718395,0.0002623884490885192
user_63,0.03520060560181681,0.00043856070520540986
movie_277,0.02725208175624527,0.00035035537026798067
user_160,0.04542013626040878,0.0005265566201441189
movie_234,0.10673732021196064,0.001122171530505962
genre_horror,0.0348221044663134,0.0007061222294111219
user_50,0.009084027252081756,0.00015674441461539215
movie_246,0.04769114307342922,0.0005845039067078791
user_301,0.10408781226343679,0.0010844836607419276
movie_98,0.14837244511733536,0.0015532962896183935
user_225,0.010219530658591975,0.0001663747620338109
movie_193,0.05980317940953823,0.0006451484867804555
user_290,0.05677517032551098,0.0006106774031488611
movie_88,0.0813777441332324,0.0008605046164748465
user_97,0.02384557153671461,0.0002841063744170971
movie_194,0.09197577592732778,0.0009799661100384632
user_157,0.019303557910673733,0.00026586399665483415
user_181,0.16464799394398183,0.0033514506138917818
movie_1081,0.0034065102195306586,9.820339735431421e-05
user_278,0.00870552611657835,0.00015188424746427062
movie_603,0.07986373959121877,0.0008727147148996348
user_276,0.19606358819076458,0.0023186286531564288
movie_796,0.014383043149129447,0.00020670812653625999
user_7,0.15253595760787284,0.001796312689078306
movie_32,0.031037093111279335,0.0003812250388384871
user_10,0.0696442089326268,0.0007969331657439008
movie_16,0.015518546555639667,0.00022747482544873296
user_284,0.017789553368660106,0.00026882103533673086
movie_304,0.05715367146101438,0.0007634771933227391
user_201,0.1461014383043149,0.0017767815658946478
movie_979,0.014004542013626041,0.00021140538896887974
movie_564,0.01097653292959879,0.00017487201521032938
user_287,0.023467070401211203,0.0002904221748068153
movie_327,0.06737320211960636,0.0008864083640895572
user_246,0.07380772142316427,0.0008224923284594452
movie_201,0.03520060560181681,0.00042337428192547495
user_242,0.00757002271006813,0.00016296706242020564
movie_1137,0.011733535200605601,0.00019788388386706812
user_249,0.060938682816048445,0.000662067294490204
movie_241,0.04958364875094625,0.0005461039282638155
user_99,0.05147615442846329,0.0005872291628656075
movie_4,0.08024224072672217,0.0008509157077163454
user_178,0.10333080999242998,0.0011159708595119677
movie_332,0.05526116578349735,0.0007499918642762871
user_251,0.0291445874337623,0.00034168913519073215
movie_100,0.19341408024224072,0.0021317833470379664
user_81,0.02195306585919758,0.00027576679527226296
movie_432,0.06699470098410296,0.0007175794734637293
user_260,0.009084027252081756,0.00018157599559258958
movie_322,0.08327024981074943,0.001046601345791271
user_25,0.029523088569265707,0.00034198836533646474
movie_181,0.19379258137774413,0.00210123290557406
user_59,0.1445874337623013,0.0015501660768136745
movie_196,0.09538228614685844,0.0009912353089035681
user_72,0.05185465556396669,0.0005615150201190344
movie_679,0.04125662376987131,0.00045888361682626063
user_87,0.07986373959121877,0.0009417200294643018
movie_384,0.026495079485238455,0.00032224419582303884
movie_143,0.08440575321725965,0.0008806927950694146
user_42,0.06926570779712339,0.0007466468845413806
movie_423,0.11506434519303557,0.0011978904262273298
genre_fantasy,0.008327024981074942,0.00020797509799971238
user_292,0.046934140802422405,0.0005229825553486527
movie_515,0.07721423164269493,0.0008920543825701327
movie_20,0.028009084027252083,0.0003638959628462447
user_20,0.018168054504163512,0.00022769308283010576
movie_288,0.1816805450416351,0.002191343181334198
movie_219,0.04239212717638153,0.00048374970633868416
user_13,0.24072672218016655,0.0032226812423901516
movie_526,0.04806964420893263,0.0005384291530531212
movie_919,0.03709311127933384,0.0004475011045158311
user_138,0.019303557910673733,0.0002450032551813492
movie_26,0.028009084027252083,0.000340255769751325
movie_232,0.03936411809235428,0.0004478651588729416
user_60,0.07872823618470856,0.0009098372925660451
movie_427,0.08327024981074943,0.0008982348096596559
user_57,0.04012112036336109,0.0004810978932755143
user_223,0.039742619227857684,0.0004962787719921503
user_189,0.07077971233913702,0.0008378735226625169
movie_512,0.02271006813020439,0.00030487058274313017
user_243,0.030658591975775928,0.00039621885395255043
movie_15,0.11127933383800151,0.001243551680189076
user_92,0.1468584405753217,0.0016054186821603802
movie_1049,0.00984102952308857,0.00016231957529722193
movie_416,0.02498107494322483,0.00030610824716897596
movie_165,0.024602573807721424,0.0003225393534105498
user_241,0.00870552611657835,0.00015858724045528214
movie_690,0.059424678274034824,0.0008136220553611747
movie_248,0.061317183951551855,0.0006981428027790109
user_254,0.06018168054504164,0.0007205951841065527
movie_1444,0.008327024981074942,0.0001464317313445063
user_293,0.1468584405753217,0.001584494857070374
movie_5,0.03368660105980318,0.00040880784207645627
user_127,0.00870552611657835,0.00014880452501341815
movie_229,0.06585919757759273,0.0006992132716904683
movie_237,0.1461014383043149,0.0016143625222027978
movie_480,0.06850870552611658,0.0007500934451574965
movie_54,0.0404996214988645,0.00045686147058586945
user_222,0.14647993943981832,0.0016438347005132035
movie_366,0.018168054504163512,0.00024053793326562882
user_267,0.0700227100681302,0.0007619420939077807
movie_518,0.03406510219530658,0.0003964689269013202
movie_403,0.07759273277819834,0.0008230257783328446
user_11,0.06850870552611658,0.0007664422142526666
movie_111,0.10370931112793338,0.0011491010639670444
movie_625,0.03179409538228615,0.00036954110105733343
user_8,0.022331566994700985,0.00027923309854220547
movie_338,0.0348221044663134,0.0004681977435367818
user_162,0.015897047691143074,0.00021084260065243123
movie_25,0.11127933383800151,0.0012183674649385845
movie_1016,0.05299015897047691,0.0006064770694028004
user_279,0.1642694928084784,0.0023672429692566227
movie_154,0.06623769871309614,0.000708816240658447
user_145,0.11960635881907646,0.0014541367686066891
movie_275,0.10219530658591976,0.001175238470221389
movie_1153,0.007948523845571537,0.00014396558776815548
movie_498,0.059046177138531414,0.0006431616452994375
movie_382,0.04277062831188493,0.0005025216125214858
user_28,0.029901589704769114,0.00035321443072721195
movie_209,0.07342922028766086,0.0007869382329967409
user_135,0.020817562452687358,0.0002664370494946616
movie_23,0.0696442089326268,0.0007600076475181072
user_32,0.015518546555639667,0.0002102832832362453
movie_294,0.18395155185465556,0.0021834122830672086
user_90,0.11355034065102196,0.0013853053501877658
movie_208,0.07645722937168811,0.000813157524415527
movie_685,0.06018168054504164,0.0006762782125377114
user_216,0.04958364875094625,0.0005448709653636996
movie_328,0.11317183951551854,0.0014176779325721916
user_250,0.04617713853141559,0.0005329789232576356
movie_496,0.08781226343679031,0.0009241622446058071
user_271,0.10522331566994701,0.0011254739876503433
movie_132,0.09462528387585163,0.0009953261559257822
movie_174,0.15972747918243754,0.0016588850058678383
user_265,0.0174110522331567,0.00023390876637830225
user_198,0.06850870552611658,0.0007289965563546739
movie_96,0.11279333838001514,0.0011785963540209808
user_168,0.026116578349735048,0.0003217662816180281
movie_151,0.12452687358062074,0.0013415843526021355
user_110,0.050340651021953065,0.000634951815108054
movie_307,0.07267221801665405,0.0009627136481182376
user_58,0.0582891748675246,0.0006976747900418918
movie_648,0.026116578349735048,0.00032138307140904476
movie_21,0.03368660105980318,0.00041164672085934747
movie_832,0.009462528387585163,0.000170057564993696
user_237,0.018168054504163512,0.00023342287466762002
movie_514,0.06888720666161999,0.0007626897281057477
user_94,0.1514004542013626,0.001661465483868018
movie_789,0.01854655563966692,0.00024841823212790173
user_128,0.0696442089326268,0.0007644648680230294
movie_485,0.04806964420893263,0.0005331767801045131
movie_317,0.03898561695685087,0.00044659214026217665
user_44,0.05715367146101438,0.0006031112184305001
movie_195,0.11506434519303557,0.0011949345959393202
user_264,0.04542013626040878,0.0005503905216288855
movie_200,0.07834973504920514,0.0008356078607602731
movie_385,0.08024224072672217,0.0008420464576843004
movie_750,0.047312641937925816,0.0006439820434997722
movie_264,0.03898561695685087,0.0005219335861073449
user_41,0.01968205904617714,0.00024160256768704664
movie_245,0.09235427706283118,0.001159005528530379
user_82,0.0635881907645723,0.0007235892180939996
movie_135,0.09954579863739592,0.0010453795459710409
user_262,0.06056018168054504,0.000669215162950759
movie_1147,0.008327024981074942,0.00014744887367112742
movie_471,0.08440575321725965,0.0009388101205860854
movie_658,0.03028009084027252,0.00035573474894652396
movie_140,0.02384557153671461,0.00029436427051513886
movie_379,0.016654049962149885,0.00023152548335849348
movie_815,0.04314912944738834,0.0005220025184823371
movie_479,0.06850870552611658,0.0007486374762329637
user_174,0.06699470098410296,0.0007919825660359618
movie_368,0.012112036336109008,0.0001833170700716083
movie_1211,0.005299015897047691,0.00011706095050326128
movie_1134,0.014761544284632853,0.00021857268035656115
movie_836,0.010598031794095382,0.0001665970494664033
movie_272,0.0753217259651779,0.0009579007773899121
movie_756,0.04882664647993944,0.000561835212450115
movie_787,0.005677517032551097,0.00012313472361715654
user_43,0.08364875094625283,0.0009013881990161065
movie_14,0.0700227100681302,0.0008254207559274665
movie_955,0.019303557910673733,0.0002616130832121846
movie_419,0.06850870552611658,0.0007282578122879839
user_84,0.025738077214231644,0.0003107481186505922
movie_405,0.13133989401968205,0.0014083411401988554
user_269,0.12225586676760031,0.0013778973085421377
movie_504,0.046934140802422405,0.00052843824127807
movie_466,0.020060560181680544,0.00025812828387477996
movie_268,0.09727479182437547,0.0012039204037987787
user_259,0.0174110522331567,0.00022628441378369312
movie_117,0.14420893262679788,0.0015618275877736642
user_85,0.10900832702498107,0.001217629158304506
user_213,0.04769114307342922,0.0005132025695080022
movie_273,0.08554125662376987,0.0009578924070770436
user_121,0.028009084027252083,0.0003390942978055253
user_49,0.0813777441332324,0.000992015916539637
movie_559,0.052611657834973506,0.0005811557902325956
movie_794,0.018168054504163512,0.00024829108939040554
user_155,0.008327024981074942,0.00015149520693501112
movie_323,0.09159727479182438,0.0011461436684028358
user_68,0.012869038607115822,0.00018295629705826366
user_172,0.010219530658591975,0.0001642357168162537
movie_177,0.052611657834973506,0.0005773254037528321
user_19,0.00757002271006813,0.00013256294598507236
user_268,0.12414837244511734,0.0014132163241109645
movie_231,0.05526116578349735,0.0006019950664476628
user_5,0.06623769871309614,0.000798369642877407
movie_2,0.050719152157456475,0.0005541286262981884
movie_137,0.06510219530658592,0.0007584487242411448
movie_1336,0.004920514761544285,0.00011804163561056564
user_80,0.01097653292959879,0.0001646808970875399
movie_164,0.05866767600302801,0.0006393363083694645
movie_281,0.056018168054504165,0.0006378652457373353
movie_1240,0.010598031794095382,0.00016824724103059718
user_66,0.014383043149129447,0.0001993359592109766
movie_298,0.07456472369417108,0.0008529223567487299
user_18,0.10484481453444361,0.0011744302007575898
movie_443,0.06169568508705526,0.0006734660638737036
movie_1035,0.026116578349735048,0.0003148479849254311
movie_79,0.1279333838001514,0.0013313433015848398
user_26,0.0404996214988645,0.00047502917160409245
movie_258,0.19341408024224072,0.0023067494230688524
movie_455,0.05526116578349735,0.0006216307658959286
movie_755,0.038228614685844056,0.0004361129565499856
movie_673,0.03330809992429977,0.00039240686027564985
movie_172,0.14118092354277062,0.001477111697138511
movie_1217,0.01514004542013626,0.00020887019605157918
user_130,0.1336109008327025,0.001558508368956163
movie_719,0.011733535200605601,0.00018080962079747577
movie_1267,0.012869038607115822,0.00018949955259031455
movie_930,0.03141559424678274,0.00038358908014583326
movie_216,0.1105223315669947,0.001157167136726696
movie_1079,0.017789553368660106,0.00024152126566520356
user_256,0.07834973504920514,0.0009087883091317287
movie_452,0.025738077214231644,0.0003185578392275704
user_1,0.10295230885692658,0.0011768492021808712
movie_61,0.02271006813020439,0.0002977290242512908
movie_48,0.04466313398940197,0.0005148489725761766
user_56,0.07077971233913702,0.0007579858858608488
movie_360,0.004163512490537471,0.00012647031398359694
user_15,0.03936411809235428,0.0004982066296738336
movie_77,0.057910673732021196,0.0006284822865282448
user_207,0.08705526116578349,0.001030329533207426
movie_476,0.060938682816048445,0.0007007777881102679
user_232,0.03520060560181681,0.00040824968034990376
movie_483,0.093111279333838,0.0009962767189441223
movie_748,0.12074186222558668,0.001482516386915572
movie_220,0.025738077214231644,0.0003354268406685559
movie_255,0.06585919757759273,0.0007696273459308119
user_52,0.021196063588190765,0.0002725599963942407
movie_280,0.032929598788796366,0.0004082833883874157
user_161,0.02195306585919758,0.00027555309603042016
movie_202,0.10673732021196064,0.0011146302965553275
user_148,0.024602573807721424,0.0002922009602188127
movie_408,0.043527630582891746,0.0005123186709318888
user_125,0.06888720666161999,0.0008129641921926904
movie_235,0.08364875094625283,0.000916894370358614
movie_228,0.09348978046934141,0.0009728440376727848
movie_1098,0.01627554882664648,0.00022085984583290324
user_83,0.05866767600302801,0.0006693521776074535
movie_347,0.052611657834973506,0.000702868226022675
user_272,0.019303557910673733,0.00024276170234361166
movie_178,0.04769114307342922,0.0005421358639494887
movie_478,0.04012112036336109,0.000462763680300196
movie_688,0.01703255109765329,0.00026926167377124655
user_151,0.1161998485995458,0.0012667510463933317
movie_10,0.034443603330809994,0.0004315525056908479
movie_127,0.15745647236941712,0.0017429109947083813
user_54,0.024602573807721424,0.00031133122543458146
movie_106,0.027630582891748676,0.00034980306203994814
movie_69,0.12263436790310371,0.0012677004527377343
user_16,0.05299015897047691,0.000574001036761595
movie_944,0.0174110522331567,0.00023730864231286193
movie_790,0.025359576078728237,0.00030688790210520026
movie_1091,0.017789553368660106,0.00023696917543086261
movie_214,0.04428463285389856,0.0004965296988731987
movie_1028,0.05677517032551098,0.0006425920434892669
user_91,0.03709311127933384,0.0004316590989488449
movie_554,0.03936411809235428,0.00044685074581305665
user_294,0.05677517032551098,0.0006834029342852637
movie_109,0.04996214988644966,0.0005730016205778995
movie_171,0.025359576078728237,0.0003261351865651024
movie_318,0.11355034065102196,0.001212376591672523
user_229,0.011355034065102194,0.00019022416536024314
movie_568,0.08819076457229372,0.0009226892107021501
movie_842,0.011355034065102194,0.00017932226048903812
movie_65,0.04428463285389856,0.0005006880292750393
movie_591,0.06813020439061317,0.0007703489224685828
movie_401,0.0291445874337623,0.0003467553752985261
user_36,0.00757002271006813,0.00016291015505712098
movie_339,0.01854655563966692,0.0002980688977704169
user_70,0.04958364875094625,0.0005548109623470622
movie_746,0.04542013626040878,0.0004998968072348916
movie_68,0.05185465556396669,0.0005635272706339506
movie_7,0.14912944738834216,0.0016176645216098805
user_14,0.03709311127933384,0.0004332950535507917
movie_1018,0.012490537471612415,0.00019383203324639954
user_295,0.07418622255866768,0.0008216184308502717
movie_218,0.06510219530658592,0.0007017349854165311
user_233,0.041635124905374715,0.0004675715306229597
movie_623,0.015518546555639667,0.00021505239663108963
user_214,0.04844814534443603,0.0005468219449355934
movie_334,0.025359576078728237,0.0003664629019051545
user_192,0.013247539742619227,0.00020955535549141026
user_100,0.022331566994700985,0.00040890505098103243
movie_344,0.021196063588190765,0.0003330237875560976
movie_145,0.025738077214231644,0.0003161359167425809
movie_56,0.14988644965934897,0.0015790105915628391
user_307,0.04239212717638153,0.00046777773931279225
movie_89,0.10484481453444361,0.001094975464587327
movie_141,0.028766086298258893,0.00034238519791566526
movie_576,0.036336109008327025,0.0004181219568389086
user_297,0.07267221801665405,0.0007841209717196813
movie_133,0.06585919757759273,0.0007131909287064664
movie_153,0.09386828160484481,0.000983537532373175
movie_813,0.02157456472369417,0.0003124399431728846
movie_872,0.01627554882664648,0.0002713228153575593
movie_146,0.004163512490537471,0.00011037885704541538
movie_507,0.03747161241483724,0.00043828138512587455
movie_367,0.06472369417108251,0.0006933707359350306
movie_468,0.024602573807721424,0.00030113174694757557
user_193,0.04579863739591219,0.0005411861182096508
user_113,0.019303557910673733,0.00028049909775767915
movie_595,0.024602573807721424,0.000315652431862768
movie_11,0.09008327024981075,0.0009555701082223409
user_275,0.03595760787282362,0.00040520148746652396
movie_520,0.04769114307342922,0.0005366042311314816
user_219,0.010598031794095382,0.00017474874817710015
movie_82,0.09992429977289932,0.0010361163197193778
user_218,0.020060560181680544,0.00025246051553839825
user_123,0.02043906131718395,0.0002633295455490139
user_158,0.06548069644208933,0.0007202735918956373
user_302,0.007948523845571537,0.00014747112813861315
movie_501,0.04769114307342922,0.0005254645032703015
movie_3,0.034443603330809994,0.0004060373904809754
movie_695,0.005677517032551097,0.0001237908718641251
movie_198,0.04844814534443603,0.0005525855052628121
movie_189,0.025738077214231644,0.00031872824792454266
user_23,0.05715367146101438,0.0006149493306169149
movie_767,0.004542013626040878,0.00010922038797134116
user_296,0.055639666919000755,0.0006322685243596343
movie_705,0.052611657834973506,0.0005851024110822478
user_33,0.009084027252081756,0.00016140980633214705
movie_64,0.10749432248296745,0.0011363822270780612
user_154,0.019303557910673733,0.00024790262656244346
movie_357,0.10030280090840273,0.0010644523848408573
user_77,0.02725208175624527,0.0003119164655673404
movie_484,0.05299015897047691,0.0005925012185204082
movie_508,0.0817562452687358,0.0009284803403422644
movie_303,0.05109765329295988,0.0006950909862277188
movie_215,0.08062074186222559,0.0008497763567086542
user_270,0.052233156699470096,0.0006186771335376774
user_187,0.021196063588190765,0.0002589545615790153
user_170,0.008327024981074942,0.00015351859911009872
movie_749,0.020060560181680544,0.0003113342241907841
user_101,0.025359576078728237,0.00032059815360404697
movie_829,0.013626040878122634,0.00020229762694992713
user_184,0.09500378501135504,0.001091575530633214
movie_204,0.13323239969719908,0.001377136265557804
movie_1295,0.0034065102195306586,0.00010756006937838312
movie_33,0.03785011355034065,0.0004324955446660724
movie_160,0.026495079485238455,0.00032012649216233324
movie_321,0.0643451930355791,0.0008395365662086042
movie_343,0.04806964420893263,0.00062443975505574
movie_227,0.06207418622255867,0.0006632302762058053
movie_191,0.10522331566994701,0.001114231721141321
user_112,0.0174110522331567,0.00027512967671139074
movie_903,0.00757002271006813,0.00016177728041446172
movie_183,0.11165783497350493,0.0011667098706456484
movie_724,0.029523088569265707,0.00035878540707012785
movie_430,0.03595760787282362,0.00041790486762457123
movie_1197,0.017789553368660106,0.00025554739661599207
movie_134,0.0753217259651779,0.0008112826258489666
user_133,0.00984102952308857,0.00016942211263553964
movie_751,0.06926570779712339,0.0008735555718859939
user_215,0.03520060560181681,0.00038686815401160117
movie_212,0.03520060560181681,0.00042065444695229214
user_69,0.024602573807721424,0.00032263510857265915
movie_256,0.006813020439061317,0.00014269245737642578
movie_662,0.03179409538228615,0.0003796120145146758
user_104,0.042013626040878126,0.0005118635452031821
movie_984,0.01703255109765329,0.0002542574048363959
movie_1067,0.01703255109765329,0.0002378996532613702
movie_410,0.06169568508705526,0.0006927612235343526
user_240,0.009084027252081756,0.00016218804700185327
movie_879,0.052611657834973506,0.0006949449666959946
movie_271,0.0813777441332324,0.0009972246623116932
movie_1086,0.008327024981074942,0.0001514104912871778
movie_649,0.020060560181680544,0.00026518105894500775
user_144,0.07797123391370174,0.000867978904000774
user_191,0.010219530658591975,0.00018082616843923736
movie_951,0.015897047691143074,0.00021768826300239415
movie_197,0.09121877365632097,0.0009738439116363977
user_61,0.007948523845571537,0.00014895315357725647
movie_678,0.08364875094625283,0.001028976288318453
movie_199,0.0632096896290689,0.0006900881496439147
movie_709,0.04012112036336109,0.0004622388993370471
user_142,0.012490537471612415,0.00018548307628505037
movie_169,0.04542013626040878,0.0005181636845721467
movie_597,0.07872823618470856,0.0008722907727652916
movie_1393,0.004163512490537471,0.00011573963270088052
user_177,0.043527630582891746,0.000492502641861964
movie_333,0.09576078728236184,0.0012072342594441937
movie_1115,0.012112036336109008,0.0001933022430278974
movie_577,0.01627554882664648,0.00022189124498159593
movie_378,0.03860711582134747,0.00043922209743419
movie_425,0.03255109765329296,0.00038118318493001553
movie_959,0.024602573807721424,0.0003009082055384977
movie_1224,0.004920514761544285,0.00011294657556786735
movie_1017,0.019303557910673733,0.0002675432843684719
movie_175,0.07910673732021196,0.0008411688295694833
user_203,0.01627554882664648,0.00022390705907283107
movie_286,0.18319454958364875,0.0022562788988253523
user_21,0.06775170325510976,0.0009627151474886434
movie_558,0.027630582891748676,0.0003547867002707493
user_197,0.04466313398940197,0.0005289572101565627
movie_66,0.06207418622255867,0.0006751605169479834
movie_206,0.02043906131718395,0.00026328964087630823
movie_402,0.06548069644208933,0.0007066568641326971
movie_640,0.03141559424678274,0.00037898807972918107
movie_522,0.014004542013626041,0.00020874872371401705
movie_62,0.04920514761544285,0.0005377042845520932
movie_12,0.10181680545041635,0.00108421760377819
movie_291,0.04882664647993944,0.0005710758150149177
user_134,0.009462528387585163,0.0001597699217758652
user_180,0.02384557153671461,0.000294293971156459
movie_462,0.05677517032551098,0.0006447014360576667
movie_612,0.013247539742619227,0.00019400573728239705
movie_758,0.00870552611657835,0.00015061209035947915
movie_845,0.06699470098410296,0.0007575376277099824
movie_163,0.03520060560181681,0.0004033785338961192
movie_1451,0.006056018168054504,0.00011972799216911659
movie_250,0.0753217259651779,0.0008372365661485378
movie_823,0.03217259651778955,0.0003992182787249841
movie_186,0.09613928841786526,0.0010048121250439634
movie_731,0.015897047691143074,0.00022682026812582932
user_236,0.046934140802422405,0.0005277304459339414
movie_71,0.08440575321725965,0.000884058096303761
movie_781,0.03255109765329296,0.00039369515031313965
user_263,0.046555639666919,0.0005200418768253622
movie_176,0.10900832702498107,0.0011362543260731623
movie_1181,0.004542013626040878,0.00010691654156602985
movie_78,0.013626040878122634,0.00020014204155556216
movie_436,0.03785011355034065,0.00043435097468621326
user_109,0.08856926570779712,0.0009400791240919364
movie_631,0.046555639666919,0.000528184082663264
movie_716,0.02271006813020439,0.00028899394642633864
movie_188,0.06548069644208933,0.0006984434586032939
movie_699,0.03898561695685087,0.0004454445082462125
movie_604,0.031037093111279335,0.00037849320086873813
user_64,0.0757002271006813,0.00079902911384887
movie_97,0.09803179409538229,0.0010251780479712486
movie_173,0.12414837244511734,0.0013031381754187036
movie_460,0.01097653292959879,0.00017795743894360983
movie_715,0.03368660105980318,0.0003932632453679724
movie_17,0.03671461014383043,0.00043366538482348055
movie_315,0.061317183951551855,0.0008017506332683419
user_114,0.018168054504163512,0.00023847027820766856
movie_505,0.026495079485238455,0.0003236196241322458
user_239,0.06018168054504164,0.0007119821306455178
movie_279,0.01097653292959879,0.00018274276781179188
movie_80,0.026873580620741862,0.00032461119549221165
movie_238,0.09727479182437547,0.0010203950026009543
movie_60,0.024602573807721424,0.00031818209732866257
movie_325,0.04920514761544285,0.0006464064875339169
movie_407,0.016654049962149885,0.0002306884921745637
movie_531,0.04958364875094625,0.0005720067069568519
movie_587,0.006056018168054504,0.00012231348581680874
movie_892,0.021196063588190765,0.00031068704917019
user_117,0.03255109765329296,0.00038666208442280194
movie_1047,0.05109765329295988,0.0005852257270804847
user_65,0.03028009084027252,0.00034780603594553364
movie_47,0.05109765329295988,0.0005673541408207974
movie_217,0.04617713853141559,0.0005152365706105492
movie_259,0.06207418622255867,0.0008047512890640484
movie_596,0.04920514761544285,0.000572156920727103
user_137,0.017789553368660106,0.0002364510366561576
movie_960,0.00984102952308857,0.00016327605824743038
user_257,0.02157456472369417,0.0003252943265510582
user_111,0.009084027252081756,0.00016377815842264068
movie_211,0.07872823618470856,0.0008391953299274498
movie_938,0.010219530658591975,0.00019997693933590714
movie_1060,0.015518546555639667,0.0002196456807378762
movie_404,0.03898561695685087,0.00043993133066274346
movie_305,0.03330809992429977,0.0004800748965324448
movie_210,0.12604087812263437,0.0013051792778750028
movie_278,0.023467070401211203,0.0003087994976427571
movie_770,0.023088569265707796,0.0002985231753790022
user_285,0.012112036336109008,0.00017879680729232812
movie_252,0.061317183951551855,0.0006928717018761636
user_96,0.021196063588190765,0.0002635153677591444
movie_156,0.05677517032551098,0.0006204705376546063
movie_1110,0.01703255109765329,0.00023085731121918297
user_116,0.054125662376987134,0.0007262755721485151
movie_350,0.016654049962149885,0.0002704093076610624
user_73,0.02498107494322483,0.0003037824000933951
movie_431,0.05866767600302801,0.0006319239178358175
user_221,0.05526116578349735,0.0006378479128033008
movie_475,0.09500378501135504,0.0010759152033256172
movie_182,0.08629825889477669,0.0009190038029399818
movie_50,0.22255866767600302,0.002424695582130155
movie_365,0.01854655563966692,0.0002444446166902068
movie_187,0.08024224072672217,0.0008680251630377002
movie_289,0.0987887963663891,0.0012381857251625393
user_235,0.03557910673732021,0.00044766722386329694
movie_185,0.09159727479182438,0.000980831199434158
movie_712,0.020060560181680544,0.00026346481352530873
movie_94,0.052611657834973506,0.0005763425277549955
movie_742,0.10181680545041635,0.0011174336404858457
movie_762,0.04390613171839516,0.0005140403766412247
movie_732,0.06888720666161999,0.0007349081836710666
movie_168,0.11998485995457986,0.0012502480088128316
movie_550,0.057910673732021196,0.0006226448839927852
movie_849,0.020817562452687358,0.0002640739091284127
user_164,0.02384557153671461,0.00030627609337265875
movie_406,0.019303557910673733,0.0002620765324941617
movie_150,0.06018168054504164,0.0006968406084560823
movie_869,0.00984102952308857,0.00016446431979715524
movie_184,0.04579863739591219,0.0005222618583932147
user_281,0.00984102952308857,0.00017208709788228894
