node_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
genre_horror,-0.11649186,-0.17114769,-0.06198712,-0.085186705,-0.18545961,-0.07852075,-0.06343365,-0.025003934,0.056498677,-0.100663744,-0.017970763,0.04885241,0.012081897,-0.07542079,-0.14114593,0.041599516,-0.028862605,0.093572766,-0.34851965,-0.14345348,-0.004626116,0.082858786,0.12792331,0.019632274,-0.03662806,0.17901196,-0.22858445,0.26795638,0.0041415137,0.07032798,0.0049817986,-0.13398933,-0.12347095,-0.116694555,0.10536246,-0.09053386,-0.10255991,0.04355525,-0.07756492,0.048230737,-0.18143503,-0.0114910025,0.017911837,-0.12007015,0.034501154,0.08824574,-0.2012071,0.15508357,-0.05992054,0.31978086,0.011540094,-0.12098049,-0.08525197,-0.2576416,0.11390047,-0.07951134,-0.07150823,-0.004135078,-0.03987909,-0.012759524,-0.048769895,-0.2799919,-0.039966557,0.09284666
genre_musical,0.051657468,0.05301015,-0.15239066,0.19628432,0.09378657,-0.03565346,-0.09151715,-0.2678932,0.0791399,0.034550138,0.15766749,0.079981476,0.043799184,-0.0899537,-0.16862176,-0.047225457,-0.008328497,0.07415654,-0.10722763,-0.16128597,0.124272555,0.022726916,-0.037559018,-0.0014839804,-0.00040354475,-0.007684977,-0.10132775,0.2210395,-0.0060944916,0.09372325,-0.07124728,-0.008727003,0.05043653,-0.23776272,-0.05101097,-0.14907062,0.03878176,0.19092031,-0.19436522,0.1650471,-0.06137319,0.10383753,0.09753959,-0.15647033,0.104815714,-0.1097546,-0.07444962,0.11998057,0.0068731788,0.13839889,-0.062623724,-0.0346749,0.11918028,-0.025214612,-0.09742085,0.1105005,-0.10790208,-0.036553886,-0.24530491,0.32783356,-0.041138586,-0.2534222,0.017836958,0.20844105
genre_mystery,0.13493256,-0.09833962,-0.1465437,-0.04557726,0.016662635,0.10552188,-0.21663392,-0.063576005,0.1865745,-0.05036488,-0.056914583,0.096150964,0.10856172,0.022955943,0.12414076,-0.16130586,0.05778506,-0.13761221,-0.04955483,0.0041998583,0.08888317,0.12546413,0.13729794,-0.012326938,-0.09944789,0.05775135,0.020915577,0.10950144,-0.17125946,-0.15422,0.057700407,0.102121,-0.22349901,0.060664605,-0.019767908,-0.03221841,0.0475318,0.07268919,-0.028765019,0.15521197,-0.0208334,0.02626456,-0.017193772,-0.17969744,-0.012648884,-0.14777137,0.14580086,0.12723577,-0.04957501,0.1373084,-0.051776953,-0.17299302,-0.038470495,-0.012253555,0.29031286,-0.13424675,-0.2549734,-0.06422074,-0.15207788,0.12306907,0.04745837,-0.07262365,-0.3318272,0.24314478
genre_romance,-0.039529916,0.055128425,-0.15309392,0.16457646,-0.12425639,0.027943874,-0.104151584,-0.23179187,-0.12144318,-0.22504887,-0.023967234,0.22869451,0.07050388,-0.0925571,0.08926914,0.07511888,0.116096176,0.14494759,-0.20354821,-0.17431648,0.12332348,0.043156993,-0.04347284,-0.1706153,0.14410949,0.04698491,-0.11396154,0.20718919,-0.0028935305,0.013758187,-0.036924887,-0.036462937,-0.18320495,-0.17391126,-0.14493309,-0.058799904,-0.15622324,-0.027182644,0.049179126,0.09027019,-0.039617673,-0.06813752,-0.040138558,-0.18349014,-0.017437432,-0.12217217,0.15854454,0.103040494,-0.005431723,0.2674514,-0.04291742,-0.12072832,-0.04709933,-0.10474618,-0.053344496,0.113853596,0.04414509,-0.15131858,-0.13006936,0.08409066,0.17713721,-0.19044413,-0.15777767,0.087695815
genre_sci_fi,0.07783041,-0.12308535,-0.16456647,0.14521879,0.08103144,-0.08877013,0.12834959,0.031479824,-0.1463147,-0.13946843,-0.023734253,0.050528612,-0.09560776,-0.109477736,0.033577893,-0.012251081,0.045063682,-0.13915904,-0.17761807,-0.13877401,0.027479803,-0.20366734,0.006406475,-0.17940335,-0.050740674,0.22310749,-0.18888548,-0.21893032,-0.08953548,-0.1227899,0.030962491,0.05206904,-0.11552918,-0.14677894,-0.03865784,0.008556702,0.01796949,0.0817627,-0.2169538,-0.017338255,-0.100122735,-0.08919092,0.15615363,-0.1481767,0.22874275,0.14553052,0.012705712,0.063398756,0.14582948,0.29917946,0.03243652,0.046410367,-0.15673447,-0.14071524,-0.08945428,0.043646898,0.15567482,-0.11629609,0.12230301,0.1261224,-0.05152974,-0.11257251,-0.14019465,0.1350659
genre_thriller,-0.110614754,-0.020759603,-0.09521297,0.004204005,0.08909946,0.116411276,-0.007830083,-0.030617444,-0.051238827,-0.07384402,-0.05093676,-0.0779226,0.019169,-0.23855993,0.15320446,-0.08495681,0.11957571,-0.23730485,-0.16670428,-0.17562059,0.0028580704,-0.16456853,0.08290289,-0.11219812,-0.007313657,0.22741681,-0.203516,0.27103856,-0.057274327,0.10705946,0.07598353,-0.08122286,-0.23227932,-0.024447888,0.018078817,0.05082967,0.027717015,0.10031247,-0.23536834,-0.17028321,-0.02087841,-0.025666097,0.14791901,-0.096134305,-0.06553332,0.116436325,-0.027134465,0.13803127,0.100613005,0.020138334,0.0504985,-0.050489552,-0.03670565,-0.2501971,-0.022853548,0.16526066,-0.26703173,-0.1290863,-0.12708241,0.14149404,0.08639666,-0.062406126,-0.055447087,0.11384917
genre_war,-0.2170025,-0.036574747,-0.26472571,0.024516467,-0.24967927,-0.06768168,-0.073095866,-0.15688848,-0.15793887,-0.050230693,0.033542603,0.15602264,-0.091621205,-0.034083135,0.032695375,-0.1916461,0.041841865,-0.014018834,-0.08010793,-0.20240255,-0.027233928,0.04032509,0.074688725,-0.03618989,0.02177021,0.003637879,-0.039630577,0.14617743,-0.18829207,-0.058031473,0.1832554,-0.0009936227,-0.26563212,-0.10902388,0.05058729,-0.15887292,-0.20905924,-0.07507142,-0.12355743,0.14352442,-0.080111265,-0.08713959,0.15240484,-0.011485586,-0.0010385715,-0.055443075,-0.18575239,-0.018299965,-0.18546042,0.126097,0.030854149,-0.040555235,-0.015769059,-0.11533701,0.20842768,0.053361747,-0.104054816,-0.2188021,-0.2003173,-0.126368,-0.023627268,-0.1580665,-0.05245758,0.052372955
genre_western,0.07820319,-0.15109348,-0.1838021,0.20675024,-0.019032644,-0.146884,0.023693187,-0.019107386,-0.075892046,-0.14820495,-0.087653056,0.1970427,-0.01833342,0.069261625,-0.008046273,0.20392165,-0.024488175,-0.010793481,0.044185217,-0.16297929,0.12902327,0.029201055,-0.16754356,-0.0580894,0.013501234,0.17468387,0.060687043,0.17521724,0.26823854,-0.025520014,0.026320348,-0.002319976,-0.063925214,-0.1703745,-0.14653476,0.11517292,-0.15978824,0.014798825,0.023306685,0.007299259,0.10813111,-0.19521625,0.047820687,-0.19736616,0.19631164,0.14754833,-0.00021411851,-0.043459162,-0.11185252,0.18653467,-0.14315112,-0.014884216,0.0826625,0.08052319,0.15205164,0.19482398,-0.09409443,-0.117505506,0.0650825,0.1406682,0.16423129,0.0725312,-0.20321539,0.1549973
movie_1,0.22859353,0.06415561,0.15477332,0.03909718,0.0061095865,-0.057922214,-0.062509805,0.0018058759,0.14054297,0.016686067,-0.010270445,0.11326609,-0.1609059,0.20512304,0.17021488,0.10161594,0.14867169,0.13514173,-0.09406857,0.10857614,-0.24240565,-0.09341536,0.120188475,0.005140416,-0.14011091,-0.23329112,0.10161613,-0.059325937,-0.08919635,-0.07570726,-0.12537335,-0.23564509,0.22131523,0.13583371,-0.050696097,-0.15338397,-0.17370827,0.081642106,-0.06683335,-0.08591386,0.15395148,-0.11491193,-0.09560692,0.015667068,0.052873738,0.19663982,-0.09156971,-0.006494538,-0.007177206,0.089907326,0.11183258,0.08397401,-0.076483324,0.252896,-0.10109452,0.13093771,0.031337325,-0.03710596,-0.2159024,-0.023878537,-0.0059395656,0.18385431,-0.052706026,0.07343823
movie_10,0.22735852,0.22713508,-0.056694612,0.12637432,-0.10624246,-0.073681094,0.036055088,-0.09368467,-0.13623822,0.12741056,0.20935035,0.171566,-0.043769535,0.17872468,0.13497487,0.029970082,0.06305025,-0.16205457,-0.019837756,0.0974504,-0.0641092,-0.13379055,0.10047101,0.038087785,0.020178515,-0.19067724,-0.18619238,-0.023748368,-0.16276965,0.14843355,-0.15768625,-0.094867885,-0.003652006,0.19402885,0.06738532,0.099105,-0.2509907,-0.04299448,-0.07755573,0.13530307,-0.02880507,0.1527317,0.071466945,0.13489994,0.010970864,0.09199039,-0.173722,0.17578515,0.08267503,-0.08524403,-0.04439664,0.16227892,-0.043193597,-0.15416427,0.19129275,-0.11904922,0.07235185,0.20025858,0.13391188,0.05459103,-0.021389425,-0.005033275,-0.0007481186,-0.13335878
movie_100,-0.10602422,0.121229574,0.10348803,0.04583791,-0.15782039,0.1845772,0.06003759,-0.19331993,0.20230694,0.21312846,0.05594767,-0.07424985,-0.08062955,0.17863461,-0.004184051,-0.07747504,-0.08291229,-0.058920402,0.015873397,0.16118643,0.093122594,-0.2094648,0.084164456,-0.2583025,0.24500124,-0.07279946,0.26355305,0.054068673,0.020261282,-0.116856374,0.06102882,0.066926144,0.17182751,0.10759106,0.080401756,-0.17797813,-0.100980625,0.15246692,-0.14790304,-0.036745682,0.07090394,-0.10140089,-0.07520816,-0.15127148,-0.053792216,0.056239188,0.03556558,0.038519237,0.1757573,-0.037797496,0.004097948,0.03759338,-0.013343534,0.2646391,0.103914335,0.020719012,-0.055192668,-0.09351999,-0.20749949,0.013743861,0.0036373525,0.15635163,-0.06921237,0.10451787
movie_1000,-0.000108350556,-0.022534922,0.13165142,0.18954806,0.19085237,0.11600348,0.33391014,-0.09424455,0.1775145,0.04685298,0.107831314,0.27320766,-0.24264677,-0.11189374,-0.036740653,0.17114802,0.035870403,-0.0073067974,0.053859305,-0.042570867,-0.051543184,0.025044179,0.10860997,-0.08156233,0.041034844,-0.021459706,-0.06652537,0.12074163,-0.16765203,0.082081236,0.03340969,-0.016077304,0.21350609,0.029700832,-0.1255441,0.07241292,0.17177516,-0.1460381,-0.14840068,0.20086326,0.16498564,0.18650654,0.018540977,0.16818357,0.044368163,0.073467575,-0.05670014,-0.051373873,0.115456276,0.007705955,-0.005328777,-0.12846684,-0.15932769,0.13452925,-0.17023483,-0.010161083,-0.12946479,0.10242018,-0.14747202,-0.083432965,0.08895945,-0.009127795,-0.08654159,0.10168041
movie_1001,-0.11819824,0.12532797,-0.06204628,-0.11315671,0.09937022,0.1401961,-0.16736235,0.08182926,0.1636141,0.009829329,-0.054881416,-0.0043722866,-0.2790633,-0.06443549,-0.22640364,0.11625241,-0.19951423,0.035295583,-0.036426753,0.03428573,-0.1497314,0.12718795,-0.12769915,-0.12360524,0.12040747,-0.08052453,-0.024526253,-0.09212637,0.11859637,0.17847276,-0.03558185,0.09628566,-0.029299254,-0.081121266,0.03762074,-0.05244297,0.06704816,0.26820892,-0.15813449,-0.04700077,0.08706887,0.18327698,0.0052926973,0.0014092514,0.0018138468,0.13254288,0.12711152,-0.09521397,-0.1485951,-0.14819112,-0.13959022,0.08441166,0.1491788,-0.010065724,0.111243345,0.21595865,0.032224607,0.08946722,-0.21432324,0.2578458,-0.056999203,0.022681,-0.14762323,-0.11910844
movie_1002,-0.13904466,-0.022214321,0.17534912,0.2040324,0.044626743,-0.19613367,0.19789326,-0.04738186,-0.11123035,-0.000871775,-0.051303037,0.20166954,-0.09433068,0.011247442,-0.14616057,0.23453133,0.004532964,0.15310149,-0.040039647,-0.03177946,0.19381414,-0.011434871,-0.11297004,-0.29306757,-0.01977115,0.17055385,0.16461512,-0.0032007792,0.12345947,0.05136792,-0.17599657,0.1643252,0.084610924,0.16547754,0.03783793,-0.010260868,0.09894845,-0.018433755,-0.03608688,-0.056861278,0.00653054,-0.20196636,-0.030773144,0.19018377,-0.08073326,0.14817068,-0.03728795,-0.08053403,0.16219321,0.02625934,-0.17297675,-0.15802841,0.05876569,-0.0061725597,-0.03745904,0.21603702,-0.12257168,0.021766828,0.017414799,0.025499962,-0.23548965,0.013228274,-0.13275906,-0.042303003
movie_1003,0.025914587,0.03401565,0.014512522,0.056849435,0.13604194,-0.008058872,0.14727257,0.046451412,-0.042459656,0.073781185,0.076089896,0.050705906,-0.029751986,-0.13465042,0.26525617,-0.098432906,0.07500421,-0.011376252,-0.08796774,-0.21289091,-0.07122419,-0.09072217,0.084475465,-0.01536114,-0.12728003,0.061128616,0.16174059,-0.039941534,0.16785495,0.14058888,0.01373667,0.07377951,0.05687647,-0.14488527,0.15425795,-0.044245634,-0.27658644,0.07906742,0.16253258,-0.23184796,0.12451759,0.15186106,0.16316222,0.092915125,0.13041511,-0.15360914,0.2110268,0.15877222,-0.007030504,0.07749776,0.037867133,-0.02413988,0.17681628,0.28331777,0.22409059,-0.20061328,0.06400187,0.09383429,0.063576296,0.06136741,0.10031731,0.05049663,-0.08397377,0.09680226
movie_1004,0.06420163,-0.025293667,-0.08156399,0.09625698,-0.120502524,-0.04562938,0.0046064286,0.1127442,0.07849394,-0.18245135,0.037498407,0.0058961725,-0.0312752,-0.05751668,-0.11357468,-0.1785867,-0.05593108,-0.21178561,-0.14299338,-0.0014741354,-0.13347836,-0.2967792,-0.18710227,-0.025661908,0.068741396,-0.014155444,0.10702305,-0.25719872,0.24308324,-0.03204657,-0.06872079,0.109373346,-0.0074048825,0.08094125,-0.2203607,0.09635379,0.1856273,0.031026255,0.07309257,-0.0040309806,-0.05240165,-0.30354366,0.24883416,0.07428344,0.014312079,-0.010790481,-0.17005233,-0.057862733,0.08512618,0.17070359,-0.0052365544,0.073768064,0.039735716,-0.14706355,0.10794351,-0.20493507,-0.035753876,-0.060540758,-0.008019344,0.15709446,0.123212114,0.120941356,-0.110485144,-0.011932165
movie_1005,-0.100038484,0.10822395,-0.15738386,-0.09890494,-0.18659568,-0.044797637,0.13190807,-0.26586583,-0.07552878,0.094674975,-0.08169576,-0.12575817,-0.11311248,0.10069299,-0.033125523,-0.15530375,0.004206261,0.018054856,-0.2002163,-0.0032449753,0.017395502,0.16417246,0.077277206,-0.09505885,-0.00080184697,-0.20036937,0.070032515,-0.1339741,-0.017521005,-0.3380051,-0.008818094,-0.0008836984,-0.08984219,0.19668552,-0.114997454,-0.20388758,0.16163492,0.036271524,0.06399791,-0.12875575,0.07912454,0.011738278,0.021817489,-0.0122040445,-0.11601805,-0.15880863,-0.14621264,0.10638703,-0.1209167,-0.06718402,-0.03147379,-0.059979048,-0.093017444,0.04848488,-0.15822272,0.12880373,-0.095441826,-0.28819007,0.041096434,0.13995098,0.11404402,-0.09123991,0.14654991,0.11184769
movie_1006,0.24246591,-0.083767995,-0.087642916,0.25916144,0.16897959,-0.035925176,-0.05886726,-0.25191393,0.07452411,0.07294092,-0.06801724,0.21517806,-0.0043279952,0.05757313,0.092485525,-0.030731743,0.1514185,-0.09288813,0.07995979,0.014153711,-0.10342388,-0.19623719,0.27000704,0.12355639,0.11528757,-0.07246037,0.10092009,-0.028699119,0.12075708,0.099943966,0.03448322,0.08988604,-0.009500411,0.005459013,0.024479376,0.13479716,-0.22189704,0.09405332,-0.22483282,-0.009826682,-0.02745328,-0.05224851,0.010707022,-0.16980428,-0.27248356,-0.10084883,-0.030212268,0.12200415,-0.14084321,-0.09316965,0.070119366,-0.021234993,-0.108376525,0.0020906674,-0.06352233,-0.11535576,0.22518513,0.083204456,-0.070448875,-0.06527978,0.15722317,-0.05879812,-0.12430552,0.123691045
movie_1007,0.14445983,0.031497598,-0.031083183,-0.025042025,-0.1517483,0.13134505,0.18153869,-0.10352743,-0.07875799,-0.1298782,-0.096564114,0.21395983,0.010009682,0.17036714,-0.048227366,0.12922049,0.01783748,-0.057346847,0.12535685,-0.0027113473,0.11748522,-0.013705971,-0.037743445,-0.022986546,-0.07245686,-0.16917478,0.15616693,-0.05073056,0.0065153525,0.0330757,-0.14751127,0.0034550105,0.19149697,-0.08900903,-0.018077128,0.13846272,0.063149996,0.086893335,0.06370056,-0.08948297,-0.068720795,-0.23059174,0.11883681,0.05934497,-0.08830338,-0.16496153,-0.17901023,0.09702676,0.09692,-0.11071583,-0.114548415,-0.2712408,0.25664383,0.34604445,-0.19045085,-0.004125016,0.11378953,-0.10657784,-0.02281652,-0.15845986,-0.09525518,-0.12864558,-0.017133653,-0.038134925
movie_1008,-0.086989865,0.050666165,0.11606076,0.053984538,0.05031227,-0.05760055,0.061033703,-0.0357357,-0.12991193,0.19950552,0.112883136,-0.09512751,-0.22462638,-0.16822526,0.09308338,0.043755267,-0.06264428,-0.21365725,-0.07052234,0.020514138,-0.018954217,-0.030028129,-0.04666776,0.11170177,0.20335476,0.0054512387,0.0643523,0.15126841,-0.15586036,0.14351378,-0.09928688,-0.10595393,0.1293484,-0.00803573,0.100694865,-0.20221885,-0.10268853,-0.08371759,0.050161213,-0.09546214,-0.07310158,-0.26125652,-0.04335305,-0.28778613,0.18412384,-0.15596819,0.09206277,-0.17095894,-0.03140554,0.001932796,-0.07717818,0.18198606,-0.064154305,-0.02699717,0.067955576,0.11189679,-0.33263215,0.12432153,-0.044489153,-0.12817262,-0.081463814,0.06417774,0.09774152,-0.10702961
movie_1009,-0.03813188,0.18960802,0.21234094,-0.120370634,0.09263998,0.27498853,-0.059146646,-0.0041803895,-0.06392864,-0.039240163,0.16714236,0.23921762,-0.043623712,-0.092450984,0.0717899,0.053526405,-0.040087253,-0.06986993,0.008511497,0.09296089,-0.039506655,0.041958213,-0.053753756,-0.28946865,-0.060164087,0.025571575,-0.10671288,-0.24013096,-0.06450321,-0.08140344,0.14827093,-0.06221648,0.017658839,0.3343122,0.18959497,-0.107200086,-0.22168282,0.08826367,0.012883609,-0.03616635,-0.06359974,0.042365156,-0.041045997,-0.01205907,-0.23356757,0.16097265,-0.18526568,-0.038230874,-0.017643053,-0.10256856,0.08720572,0.02938791,0.0074789356,-0.029508758,0.08867359,0.09031918,0.08738176,-0.1203628,-0.053919375,-0.10863999,0.14135352,0.21719338,-0.0064832675,-0.093550205
